gene_name	motif_counts	gene_length	motif_counts_normalized_by_gene_length	avg_p_value	avg_motif_position	present_in_list	avg_q_value
cpbgf_400480-RA	5	4032	1.2400793650793651	4.6126e-05	68.21180555555556	F	0.21280000000000002
cpbgf_60050-RA	5	525	9.523809523809526	3.45e-05	90.19047619047619	F	0.193
cpbgf_7001550-RA	5	2523	1.9817677368212443	3.4906e-05	37.38010305192232	F	0.2
cpbgf_8001570-RA	5	1713	2.918855808523059	4.054e-05	68.12025685931114	F	0.20579999999999998
cpbgf_8004620-RA	5	6423	0.7784524365561264	5.176e-05	62.35871088276506	F	0.2186
cpbgf_800970-RA	5	6318	0.7913896802785692	5.002e-05	77.61475150364039	F	0.2076
cpbgf_1002720-RA	4	2283	1.7520805957074026	5.0075e-05	62.10030661410425	F	0.21525
cpbgf_1003220-RA	4	2022	1.9782393669634024	7.6725e-05	57.838773491592484	F	0.246
cpbgf_1003240-RA	4	4332	0.9233610341643582	4.58e-05	52.31417359187443	T	0.20975
cpbgf_200270-RA	4	1638	2.442002442002442	4.58e-05	20.360195360195362	F	0.20975
cpbgf_2003540-RA	4	7191	0.556250869141983	3.35e-05	69.16284244194131	F	0.19375
cpbgf_2003590-RA	4	19740	0.20263424518743667	4.1375e-05	64.27811550151975	F	0.20175
cpbgf_3001600-RA	4	1278	3.1298904538341157	4.775e-05	71.79186228482003	F	0.21175
cpbgf_3001980-RA	4	2832	1.4124293785310735	5.69575e-05	41.75494350282486	F	0.23125
cpbgf_3003910-RA	4	2154	1.8570102135561746	4.4750000000000004e-05	40.13463324048282	F	0.19974999999999998
cpbgf_300820-RA	4	2961	1.3508949679162445	4.7575e-05	10.055724417426545	F	0.20199999999999999
cpbgf_4001110-RA	4	3480	1.1494252873563218	3.59575e-05	47.73706896551724	F	0.20175
cpbgf_4002900-RA	4	40242	0.09939863823865612	7.735e-05	40.040877689975645	F	0.247
cpbgf_4004120-RA	4	2799	1.4290818149339048	5.34575e-05	46.39156841729189	F	0.22575
cpbgf_5004390-RA	4	2391	1.672940192388122	3.63e-05	24.85361773316604	F	0.1945
cpbgf_6003900-RA	4	1035	3.864734299516908	4.195e-05	52.80193236714976	F	0.199
cpbgf_6004030-RA	4	3087	1.2957563977972142	6.7525e-05	69.22578555231615	F	0.23375
cpbgf_6004150-RA	4	4917	0.8135041692088673	7.78e-05	3.848891600569453	F	0.249
cpbgf_6005410-RA	4	2118	1.8885741265344667	5.0125e-05	73.31208687440981	F	0.21450000000000002
cpbgf_700110-RA	4	3021	1.32406487917908	6.80075e-05	75.95167163190996	F	0.2465
cpbgf_7001210-RA	4	612	6.5359477124183005	3.45e-05	35.947712418300654	F	0.193
cpbgf_7004560-RA	4	9249	0.43247918693912857	4.21075e-05	44.466969402097526	F	0.20975
cpbgf_7004620-RA	4	2223	1.799370220422852	3.6325e-05	22.30094466936572	F	0.196
cpbgf_7005500-RA	4	4452	0.8984725965858041	6.315e-05	51.69025157232704	F	0.23125
cpbgf_8001740-RA	4	4521	0.8847600088476001	6.64e-05	43.41959743419598	F	0.2285
cpbgf_8004200-RA	4	2736	1.461988304093567	4.32075e-05	64.92141812865498	F	0.212
cpbgf_8004480-RA	4	1641	2.4375380865326024	4.6624999999999995e-05	87.17245581962219	F	0.20900000000000002
cpbgf_800550-RA	4	7059	0.5666525003541578	3.974e-05	33.535203286584505	F	0.214
cpbgf_800660-RA	4	5004	0.7993605115907274	4.585e-05	68.6800559552358	F	0.20900000000000002
cpbgf_1001120-RA	3	1722	1.7421602787456445	5.72e-05	65.72783584978707	F	0.221
cpbgf_1002830-RA	3	975	3.076923076923077	6.47e-05	49.794871794871796	F	0.225
cpbgf_1003210-RA	3	3123	0.9606147934678194	5.186666666666666e-05	26.390223076102036	F	0.21533333333333335
cpbgf_1003230-RA	3	2595	1.1560693641618498	5.28e-05	71.72125883108542	T	0.22166666666666668
cpbgf_1003260-RA	3	1038	2.890173410404624	3.07e-05	31.936416184971097	F	0.19299999999999998
cpbgf_1003560-RA	3	4422	0.6784260515603798	4.9966666666666664e-05	41.55359565807328	T	0.20766666666666667
cpbgf_100470-RA	3	2781	1.0787486515641855	8.510000000000001e-05	27.382236605537575	F	0.26233333333333336
cpbgf_100890-RA	3	3999	0.7501875468867217	3.196666666666667e-05	47.26598316245728	T	0.19299999999999998
cpbgf_2003110-RA	3	3123	0.9606147934678194	6.683333333333334e-05	47.15017611271213	F	0.2356666666666667
cpbgf_200470-RA	3	3279	0.9149130832570906	7.023333333333334e-05	80.8529023076141	F	0.24300000000000002
cpbgf_3001180-RA	3	18465	0.16246953696181965	4.7100000000000006e-05	93.13024641213106	F	0.21433333333333335
cpbgf_3001230-RA	3	1110	2.7027027027027026	5.141e-05	67.07207207207207	F	0.225
cpbgf_300540-RA	3	6858	0.4374453193350831	4.4643333333333327e-05	68.07378244386119	T	0.21533333333333335
cpbgf_300610-RA	3	4290	0.6993006993006993	6.826666666666667e-05	40.40792540792541	F	0.23666666666666666
cpbgf_300680-RA	3	1239	2.4213075060532687	2.347666666666667e-05	62.4831853645413	F	0.19299999999999998
cpbgf_4003180-RA	3	1326	2.2624434389140275	4.566666666666667e-05	27.488687782805428	F	0.19899999999999998
cpbgf_4003530-RA	3	4737	0.6333122229259025	7.463333333333334e-05	32.87945957356977	F	0.24233333333333332
cpbgf_4004060-RA	3	3243	0.9250693802035153	8.820000000000002e-05	41.84911090554014	F	0.267
cpbgf_400460-RA	3	1308	2.293577981651376	4.1933333333333334e-05	56.38379204892966	F	0.19799999999999998
cpbgf_400490-RA	3	3564	0.8417508417508417	4.94e-05	38.69715675271231	F	0.21433333333333335
cpbgf_400530-RA	3	1152	2.6041666666666665	3.471e-05	35.22858796296296	F	0.19799999999999998
cpbgf_5001140-RA	3	1335	2.247191011235955	3.07e-05	26.079900124843945	F	0.19299999999999998
cpbgf_500180-RA	3	624	4.807692307692308	2.8476666666666668e-05	79.08653846153845	F	0.19400000000000003
cpbgf_5002070-RA	3	6372	0.4708097928436911	5.833333333333333e-05	77.64961288972589	F	0.21933333333333335
cpbgf_5002963-RA	3	7176	0.4180602006688963	6.403333333333334e-05	28.337513935340024	F	0.22666666666666668
cpbgf_5003300-RA	3	6255	0.47961630695443647	4.813333333333333e-05	90.52224886757261	F	0.21433333333333335
cpbgf_50040-RA	3	6114	0.4906771344455348	6.93e-05	51.07131174353942	F	0.23666666666666666
cpbgf_500730-RA	3	6684	0.4488330341113106	4.2476666666666666e-05	12.859066427289049	F	0.217
cpbgf_500810-RA	3	7017	0.42753313381787084	8.560000000000001e-05	63.29628046173579	F	0.26433333333333336
cpbgf_6001380-RA	3	1299	2.3094688221709005	4.813333333333333e-05	74.42904798562996	F	0.21433333333333335
cpbgf_600140-RA	3	2784	1.0775862068965516	5.563333333333333e-05	23.4375	F	0.21833333333333335
cpbgf_6002090-RA	3	4872	0.6157635467980296	6.84e-05	38.72126436781609	F	0.23833333333333337
cpbgf_6002140-RA	3	3303	0.9082652134423251	3.323333333333333e-05	43.70269452013321	F	0.19299999999999998
cpbgf_6002580-RA	3	2784	1.0775862068965516	6.703333333333334e-05	61.16499042145593	F	0.23333333333333336
cpbgf_6002950-RA	3	2817	1.0649627263045793	6.313333333333333e-05	59.14684652703823	F	0.22233333333333336
cpbgf_6003050-RA	3	3039	0.9871668311944718	5.096666666666667e-05	26.680925743117253	F	0.217
cpbgf_6003290-RA	3	5616	0.5341880341880343	5.083333333333334e-05	42.70239791073124	F	0.21533333333333335
cpbgf_6003400-RA	3	2940	1.0204081632653061	4.1933333333333334e-05	38.76984126984127	T	0.19799999999999998
cpbgf_6003650-RA	3	6993	0.429000429000429	8.073333333333332e-05	73.66652366652367	F	0.25366666666666665
cpbgf_6004460-RA	3	7695	0.3898635477582846	5.716666666666666e-05	48.73944119558155	F	0.219
cpbgf_6005060-RA	3	2010	1.492537313432836	4.7100000000000006e-05	64.0547263681592	F	0.21433333333333335
cpbgf_6005440-RA	3	3834	0.7824726134585289	5.607666666666667e-05	71.71361502347418	F	0.23233333333333336
cpbgf_600760-RA	3	2973	1.0090817356205852	3.4433333333333335e-05	31.92622491310685	F	0.19400000000000003
cpbgf_7001270-RA	3	12474	0.24050024050024052	4.931e-05	80.17877184543852	F	0.22266666666666668
cpbgf_7001730-RA	3	4671	0.6422607578676942	5.833333333333333e-05	25.472775280097053	F	0.21933333333333335
cpbgf_7002100-RA	3	6801	0.44111160123511245	7.553333333333333e-05	59.822084987501846	F	0.24666666666666667
cpbgf_7003350-RA	3	1926	1.557632398753894	5.563333333333333e-05	45.28383523710627	F	0.21833333333333335
cpbgf_7004660-RA	3	1398	2.1459227467811157	4.963333333333333e-05	27.40820219360992	F	0.21433333333333335
cpbgf_7004990-RA	3	20043	0.14967819188744202	2.347666666666667e-05	70.30135209300005	F	0.19299999999999998
cpbgf_7005130-RA	3	4875	0.6153846153846154	5.833333333333333e-05	74.75213675213675	F	0.21933333333333335
cpbgf_8001270-RA	3	6024	0.49800796812749004	4.493333333333333e-05	12.469566179725541	F	0.20466666666666666
cpbgf_8001360-RA	3	1878	1.5974440894568689	4.57e-05	39.60773872914448	F	0.20099999999999998
cpbgf_8002930-RA	3	2499	1.2004801920768307	6.026666666666667e-05	80.39882619714552	F	0.22366666666666668
cpbgf_8003680-RA	3	8178	0.36683785766691124	2.7210000000000002e-05	32.49164424879759	F	0.19400000000000003
cpbgf_8004470-RA	3	2625	1.142857142857143	4.2476666666666666e-05	45.03492063492063	F	0.217
cpbgf_1002730-RA	2	2082	0.9606147934678194	1.9865e-05	63.040345821325644	T	0.193
cpbgf_1002740-RA	2	2586	0.7733952049497294	4.3849999999999995e-05	45.59164733178655	F	0.199
cpbgf_1002800-RA	2	522	3.8314176245210727	5.875e-05	9.96168582375479	F	0.225
cpbgf_1003170-RA	2	4848	0.41254125412541254	4.6015e-05	50.082508250825086	T	0.225
cpbgf_1003520-RA	2	1671	1.196888090963495	3.63e-05	19.15020945541592	T	0.1945
cpbgf_1003590-RA	2	1338	1.4947683109118086	7.104999999999999e-05	71.8236173393124	F	0.241
cpbgf_1003910-RA	2	2055	0.9732360097323601	4.195e-05	58.783454987834546	F	0.199
cpbgf_100790-RA	2	4455	0.4489337822671156	5.32e-05	27.216610549943884	F	0.205
cpbgf_2001060-RA	2	2157	0.9272137227630969	4.7550000000000004e-05	22.160407974038016	F	0.2005
cpbgf_2001440-RA	2	735	2.7210884353741496	3.07e-05	46.93877551020408	F	0.193
cpbgf_2001460-RA	2	1914	1.0449320794148382	4.195e-05	43.20794148380355	F	0.199
cpbgf_2001780-RA	2	1317	1.5186028853454823	6.48e-05	25.01898253606682	F	0.2305
cpbgf_20020-RA	2	1986	1.0070493454179255	7.495e-05	38.56998992950655	F	0.245
cpbgf_2002100-RA	2	630	3.1746031746031744	8.845000000000001e-05	55.87301587301587	F	0.268
cpbgf_2002140-RA	2	5457	0.3665017408832692	3.5615e-05	33.47993402968664	F	0.20900000000000002
cpbgf_2002250-RA	2	603	3.316749585406302	8.845000000000001e-05	31.75787728026534	F	0.268
cpbgf_200230-RA	2	4791	0.4174493842621582	4.4465e-05	61.57378417866834	F	0.225
cpbgf_2002350-RA	2	1716	1.1655011655011656	3.07e-05	22.465034965034967	F	0.193
cpbgf_2002500-RA	2	1671	1.196888090963495	3.63e-05	87.1932974266906	F	0.1945
cpbgf_2002590-RA	2	6960	0.28735632183908044	4.7550000000000004e-05	50.13649425287356	F	0.2005
cpbgf_2002610-RA	2	7839	0.25513458349279244	5.53e-05	49.63005485393545	F	0.225
cpbgf_2003130-RA	2	1260	1.5873015873015872	3.07e-05	9.603174603174605	F	0.193
cpbgf_2003340-RA	2	2316	0.8635578583765112	6.11e-05	37.43523316062176	F	0.229
cpbgf_2003650-RA	2	972	2.05761316872428	3.5615e-05	88.9917695473251	F	0.20900000000000002
cpbgf_2003900-RA	2	3726	0.5367686527106817	4.3849999999999995e-05	85.77563070316694	F	0.199
cpbgf_2004270-RA	2	3741	0.5346164127238706	8.999999999999999e-05	55.68029938519112	F	0.268
cpbgf_200580-RA	2	6696	0.29868578255675027	5.205e-05	2.792712066905615	F	0.21050000000000002
cpbgf_200800-RA	2	1815	1.1019283746556472	3.63e-05	28.705234159779614	F	0.1945
cpbgf_3001330-RA	2	1542	1.297016861219196	3.45e-05	26.523994811932557	F	0.193
cpbgf_3001386-RA	2	327	6.116207951070336	3.07e-05	74.92354740061162	F	0.193
cpbgf_3001560-RA	2	597	3.3500837520938025	3.45e-05	77.05192629815745	F	0.193
cpbgf_3001700-RA	2	2109	0.948316737790422	3.63e-05	59.672830725462305	F	0.1945
cpbgf_3001840-RA	2	5274	0.37921880925293894	5.53e-05	44.7098976109215	F	0.225
cpbgf_3002120-RA	2	6252	0.3198976327575176	4.7550000000000004e-05	58.125399872040944	F	0.2005
cpbgf_3002360-RA	2	5418	0.36913990402362495	4.195e-05	31.05389442598745	F	0.199
cpbgf_3003840-RA	2	3303	0.6055101422948834	4.645e-05	20.647895852255523	F	0.20900000000000002
cpbgf_3004140-RA	2	4296	0.4655493482309125	2.5465e-05	51.94366852886406	F	0.1945
cpbgf_300640-RA	2	1755	1.1396011396011396	5.92e-05	36.38176638176638	F	0.229
cpbgf_300650-RA	2	2592	0.7716049382716049	4.645e-05	22.550154320987655	F	0.20900000000000002
cpbgf_30080-RA	2	1482	1.3495276653171389	6.385000000000001e-05	54.52091767881241	F	0.23600000000000002
cpbgf_300920-RA	2	1617	1.2368583797155226	6.945000000000001e-05	61.47186147186147	F	0.23750000000000002
cpbgf_4001340-RA	2	1571	1.273074474856779	5.53e-05	82.55887969446212	F	0.225
cpbgf_4001470-RA	2	2706	0.7390983000739099	3.63e-05	62.934220251293425	F	0.1945
cpbgf_400190-RA	2	6300	0.31746031746031744	6.81e-05	34.182539682539684	F	0.23099999999999998
cpbgf_4001970-RA	2	738	2.710027100271003	8.845000000000001e-05	30.284552845528456	F	0.268
cpbgf_4002180-RA	2	3399	0.5884083553986466	4.195e-05	79.19976463665785	F	0.199
cpbgf_400240-RA	2	1295	1.5444015444015444	6.945000000000001e-05	41.31274131274131	F	0.23750000000000002
cpbgf_4002470-RA	2	2535	0.7889546351084812	6.655e-05	63.491124260355036	F	0.23099999999999998
cpbgf_400250-RA	2	786	2.544529262086514	3.63e-05	8.142493638676845	F	0.1945
cpbgf_4002990-RA	2	2109	0.948316737790422	8.845000000000001e-05	39.094357515410145	F	0.268
cpbgf_4003090-RA	2	1617	1.2368583797155226	4.195e-05	79.09709338280766	F	0.199
cpbgf_4003280-RA	2	1677	1.1926058437686344	4.7550000000000004e-05	45.16994633273703	F	0.2005
cpbgf_4003320-RA	2	2088	0.9578544061302682	3.5615e-05	52.68199233716475	F	0.20900000000000002
cpbgf_4003420-RA	2	2871	0.6966213862765587	3.5615e-05	99.26854754440961	F	0.20900000000000002
cpbgf_4003460-RA	2	2229	0.8972633467922835	4.7550000000000004e-05	74.60744728577836	F	0.2005
cpbgf_4003550-RA	2	3690	0.5420054200542005	3.07e-05	82.22222222222223	F	0.193
cpbgf_4003580-RA	2	2667	0.7499062617172854	3.63e-05	22.459692538432698	F	0.1945
cpbgf_4003710-RA	2	3240	0.6172839506172839	6.655e-05	61.95987654320987	F	0.23099999999999998
cpbgf_4003720-RA	2	3930	0.5089058524173028	3.63e-05	86.05597964376591	F	0.1945
cpbgf_4004350-RA	2	2541	0.7870916961826052	3.07e-05	14.797323888232977	F	0.193
cpbgf_4004500-RA	2	2070	0.966183574879227	3.45e-05	85.55555555555554	F	0.193
cpbgf_400850-RA	2	6276	0.3186743148502231	4.19e-05	48.462396430847676	T	0.196
cpbgf_5001005-RA	2	2112	0.946969696969697	5.769999999999999e-05	52.36742424242425	F	0.215
cpbgf_5001460-RA	2	2148	0.931098696461825	5.875e-05	80.98230912476723	F	0.225
cpbgf_5001680-RA	2	4080	0.49019607843137253	5.205e-05	35.73529411764706	F	0.21050000000000002
cpbgf_5002780-RA	2	387	5.167958656330749	4.195e-05	87.72609819121448	F	0.199
cpbgf_5003110-RA	2	8664	0.23084025854108955	3.5615e-05	51.71975992613112	F	0.20900000000000002
cpbgf_5003390-RA	2	10791	0.18533963488091929	5.769999999999999e-05	85.3211009174312	F	0.215
cpbgf_5003600-RA	2	1374	1.455604075691412	6.655e-05	81.07714701601165	F	0.23099999999999998
cpbgf_5003700-RA	2	2001	0.9995002498750625	5.53e-05	71.76411794102948	F	0.225
cpbgf_5003730-RA	2	1416	1.4124293785310735	3.07e-05	86.44067796610169	F	0.193
cpbgf_500770-RA	2	3003	0.666000666000666	2.5465e-05	30.6027306027306	F	0.1945
cpbgf_6001410-RA	2	3018	0.6626905235255136	4.645e-05	56.69317428760769	F	0.20900000000000002
cpbgf_6001440-RA	2	2118	0.9442870632672333	3.63e-05	96.60056657223797	F	0.1945
cpbgf_6001590-RA	2	3531	0.5664117813650523	5.53e-05	72.24582271311243	F	0.225
cpbgf_600200-RA	2	1374	1.455604075691412	3.07e-05	51.419213973799124	F	0.193
cpbgf_6002480-RA	2	987	2.026342451874367	4.195e-05	79.7872340425532	F	0.199
cpbgf_6002710-RA	2	1551	1.2894906511927788	7.104999999999999e-05	30.04513217279175	F	0.241
cpbgf_6002870-RA	2	753	2.6560424966799467	7.96e-05	74.23638778220452	F	0.252
cpbgf_6003103-RA	2	1860	1.075268817204301	6.09e-05	20.456989247311828	F	0.2265
cpbgf_6003160-RA	2	2487	0.8041817450743868	8.3e-05	67.28990751909932	F	0.257
cpbgf_6003210-RA	2	1443	1.386001386001386	6.945000000000001e-05	42.376992376992376	F	0.23750000000000002
cpbgf_6003770-RA	2	1281	1.56128024980484	3.07e-05	49.687743950039035	F	0.193
cpbgf_6003960-RA	2	3303	0.6055101422948834	7.99e-05	45.655464729034215	F	0.257
cpbgf_6004040-RA	2	3615	0.5532503457814661	5.53e-05	36.48686030428769	F	0.225
cpbgf_6004210-RA	2	3555	0.5625879043600562	3.63e-05	43.628691983122366	F	0.1945
cpbgf_6004280-RA	2	1371	1.4587892049598834	7.96e-05	57.002188183807434	F	0.252
cpbgf_6004370-RA	2	1671	1.196888090963495	4.645e-05	14.153201675643327	F	0.20900000000000002
cpbgf_6004530-RA	2	2808	0.7122507122507122	3.26e-05	28.38319088319088	F	0.193
cpbgf_6004550-RA	2	2766	0.7230657989877078	3.07e-05	57.049891540130155	F	0.193
cpbgf_6004800-RA	2	1320	1.5151515151515151	4.6015e-05	80.75757575757575	F	0.225
cpbgf_6004830-RA	2	1632	1.2254901960784315	5.769999999999999e-05	31.311274509803923	F	0.215
cpbgf_6004870-RA	2	1695	1.1799410029498525	3.07e-05	72.12389380530973	F	0.193
cpbgf_6004950-RA	2	789	2.5348542458808616	4.195e-05	23.130544993662863	F	0.199
cpbgf_6005180-RA	2	2208	0.9057971014492754	6.11e-05	17.663043478260867	F	0.229
cpbgf_6005250-RA	2	6699	0.2985520226899537	5.53e-05	51.2539184952978	T	0.225
cpbgf_6005420-RA	2	3951	0.5062009617818274	3.63e-05	94.31789420399897	F	0.1945
cpbgf_600640-RA	2	2745	0.7285974499089253	3.07e-05	59.81785063752277	F	0.193
cpbgf_600770-RA	2	777	2.574002574002574	5.53e-05	66.28056628056629	F	0.225
cpbgf_600900-RA	2	2142	0.9337068160597572	4.645e-05	68.04388422035481	F	0.20900000000000002
cpbgf_7001090-RA	2	1191	1.6792611251049538	3.07e-05	57.68261964735517	F	0.193
cpbgf_7001170-RA	2	3225	0.6201550387596899	8.845000000000001e-05	84.03100775193799	F	0.268
cpbgf_7001260-RA	2	3126	0.6397952655150352	3.07e-05	18.74600127959053	F	0.193
cpbgf_7001340-RA	2	3255	0.6144393241167435	8.999999999999999e-05	75.23809523809524	F	0.268
cpbgf_7001360-RA	2	3039	0.6581112207963146	3.63e-05	61.30306021717671	F	0.1945
cpbgf_7001400-RA	2	2193	0.9119927040583675	4.195e-05	48.90560875512996	F	0.199
cpbgf_7001410-RA	2	1884	1.0615711252653928	5.685e-05	48.08917197452229	F	0.225
cpbgf_7001540-RA	2	1599	1.2507817385866167	4.195e-05	7.317073170731707	F	0.199
cpbgf_7001585-RA	2	4611	0.4337453914552158	4.195e-05	72.93428757319452	F	0.199
cpbgf_7001670-RA	2	3450	0.5797101449275363	6.385000000000001e-05	50.36231884057971	F	0.23600000000000002
cpbgf_7001680-RA	2	648	3.0864197530864197	4.645e-05	94.44444444444444	F	0.20900000000000002
cpbgf_7002110-RA	2	786	2.544529262086514	2.1765e-05	85.17811704834605	F	0.193
cpbgf_7002660-RA	2	2106	0.9496676163342831	5.769999999999999e-05	80.43684710351377	F	0.215
cpbgf_700300-RA	2	5025	0.3980099502487562	4.7550000000000004e-05	40.46766169154229	F	0.2005
cpbgf_7003010-RA	2	615	3.252032520325203	3.07e-05	32.357723577235774	F	0.193
cpbgf_7003633-RA	2	1443	1.386001386001386	4.195e-05	64.8995148995149	F	0.199
cpbgf_700390-RA	2	1158	1.7271157167530224	3.63e-05	94.73229706390327	F	0.1945
cpbgf_7004030-RA	2	1761	1.135718341851221	4.8349999999999996e-05	24.077228847245884	F	0.20900000000000002
cpbgf_7004150-RA	2	1890	1.0582010582010584	5.53e-05	50.18518518518518	F	0.225
cpbgf_7004310-RA	2	4998	0.4001600640256103	7.96e-05	61.50460184073629	F	0.252
cpbgf_7004325-RA	2	1785	1.1204481792717087	5.53e-05	63.0812324929972	F	0.225
cpbgf_7004350-RA	2	4983	0.4013646397752358	7.104999999999999e-05	43.35741521171985	F	0.241
